batch,Dec_CrossAttn_L0,Dec_CrossAttn_L1,Dec_CrossAttn_L2,Dec_CrossAttn_L3,Dec_CrossAttn_L4,Dec_CrossAttn_L5,Dec_FFN_L0,Dec_FFN_L1,Dec_FFN_L2,Dec_FFN_L3,Dec_FFN_L4,Dec_FFN_L5,Dec_SelfAttn_L0,Dec_SelfAttn_L1,Dec_SelfAttn_L2,Dec_SelfAttn_L3,Dec_SelfAttn_L4,Dec_SelfAttn_L5,Enc_FFN_L0,Enc_FFN_L1,Enc_FFN_L2,Enc_FFN_L3,Enc_FFN_L4,Enc_FFN_L5,Enc_SelfAttn_L0,Enc_SelfAttn_L1,Enc_SelfAttn_L2,Enc_SelfAttn_L3,Enc_SelfAttn_L4,Enc_SelfAttn_L5
batch 87,0.816071,0.654396,0.612759,0.636406,0.722329,0.619811,0.603958,0.466652,0.468752,0.535791,0.538937,0.797349,0.837025,0.266319,0.175689,0.144799,0.303060,0.441756,0.734330,0.540919,0.459310,0.444838,0.431721,0.473866,1.581036,0.763816,0.540674,0.481400,0.412852,0.378379
batch 88,0.726111,0.629141,0.595596,0.608508,0.646374,0.593648,0.560946,0.464780,0.459420,0.532463,0.523340,0.784239,0.718012,0.257160,0.174852,0.147906,0.274363,0.424212,0.743788,0.516458,0.436706,0.471231,0.410530,0.451809,1.544903,0.750729,0.547012,0.447739,0.411739,0.375579
batch 89,0.736480,0.601285,0.589248,0.583815,0.662385,0.565313,0.548487,0.470591,0.473796,0.534787,0.521456,0.726632,0.667318,0.236168,0.175826,0.141207,0.254178,0.383718,0.723132,0.555842,0.490502,0.464169,0.381628,0.443438,1.502745,0.734835,0.534443,0.446891,0.418549,0.364753
batch 90,0.893744,0.703543,0.642702,0.632019,0.713852,0.637042,0.604571,0.466935,0.464200,0.535143,0.539967,0.782223,0.835409,0.234766,0.167803,0.124970,0.290706,0.418676,0.836335,0.615148,0.547178,0.448035,0.410594,0.432116,1.624660,0.782965,0.545597,0.452370,0.385451,0.330542
batch 91,0.842328,0.682572,0.642360,0.662163,0.737392,0.660447,0.562737,0.488276,0.488391,0.547034,0.536826,0.769530,0.819523,0.241064,0.176736,0.136998,0.302335,0.424426,0.819389,0.621345,0.519078,0.486092,0.417577,0.471815,1.671257,0.771568,0.557759,0.475999,0.384650,0.357452
batch 92,0.832009,0.665693,0.637099,0.623868,0.687970,0.623557,0.551918,0.469909,0.464580,0.522993,0.534590,0.745127,0.813078,0.246909,0.151756,0.130239,0.280789,0.407027,0.755036,0.580097,0.502603,0.438868,0.427604,0.469926,1.627355,0.723638,0.495738,0.455763,0.387950,0.334708
batch 93,0.797086,0.641217,0.602842,0.609124,0.720498,0.585150,0.569572,0.484160,0.484954,0.523833,0.506802,0.772714,0.731715,0.263349,0.187023,0.151082,0.274962,0.417539,0.710970,0.535674,0.481810,0.456184,0.398462,0.465393,1.595276,0.739029,0.560858,0.462648,0.437460,0.389501
batch 94,0.804673,0.652443,0.598887,0.598608,0.695334,0.602432,0.578267,0.470549,0.468157,0.538963,0.518947,0.719854,0.837555,0.247881,0.161936,0.143268,0.281392,0.388670,0.748512,0.604381,0.536876,0.422007,0.356050,0.454428,1.623388,0.722149,0.523961,0.437057,0.397556,0.358294
batch 95,0.810554,0.644707,0.618615,0.609708,0.682851,0.623016,0.586970,0.475918,0.470273,0.541021,0.536588,0.775382,0.768127,0.255591,0.174803,0.140104,0.285049,0.424475,0.710774,0.556555,0.498365,0.420322,0.372126,0.470970,1.525801,0.727025,0.539512,0.462612,0.410995,0.368063
batch 96,0.813414,0.657204,0.642735,0.666789,0.772203,0.595749,0.559671,0.494650,0.490784,0.544065,0.523441,0.768274,0.770463,0.243924,0.169032,0.138014,0.291660,0.415502,0.700038,0.511260,0.470525,0.442894,0.393502,0.501661,1.377931,0.623018,0.500788,0.448892,0.395349,0.354019
batch 97,0.691425,0.609807,0.594578,0.628199,0.729059,0.615088,0.509918,0.455370,0.459154,0.520558,0.510364,0.728039,0.626683,0.233811,0.177375,0.143805,0.274807,0.400205,0.709416,0.522577,0.461274,0.465681,0.390783,0.478262,1.464793,0.715100,0.550432,0.456860,0.424944,0.372089
batch 98,0.908329,0.705859,0.662016,0.662342,0.758075,0.653009,0.642338,0.490727,0.492068,0.547977,0.524882,0.795580,0.916198,0.230875,0.170583,0.133521,0.305668,0.434693,0.779247,0.597463,0.541747,0.442714,0.433984,0.452232,1.584075,0.731692,0.518214,0.438957,0.368881,0.317405
batch 99,0.845169,0.681746,0.624866,0.663639,0.777571,0.650560,0.570377,0.475194,0.484581,0.540622,0.531934,0.736861,0.797983,0.255940,0.174775,0.138212,0.296390,0.404227,0.767751,0.587634,0.523018,0.422367,0.381302,0.453022,1.462993,0.694678,0.509654,0.415427,0.351957,0.338934
batch 100,0.732799,0.605237,0.609030,0.623544,0.697612,0.613037,0.529109,0.454589,0.468514,0.525879,0.510734,0.751681,0.655695,0.255164,0.159266,0.136021,0.269425,0.418047,0.731825,0.515249,0.465700,0.481614,0.377125,0.478890,1.501767,0.675430,0.532623,0.441472,0.426094,0.385256
batch 101,0.755985,0.639279,0.610163,0.629351,0.668372,0.580229,0.554035,0.448662,0.450742,0.516635,0.515730,0.761813,0.706157,0.255934,0.160485,0.143520,0.268945,0.408816,0.725205,0.516956,0.474087,0.451427,0.404960,0.449414,1.532838,0.724854,0.538409,0.450244,0.424710,0.375542
batch 102,0.689375,0.594973,0.590265,0.608985,0.663089,0.581308,0.559158,0.472816,0.473904,0.522085,0.517464,0.715215,0.676969,0.252169,0.174017,0.138785,0.268739,0.384617,0.738511,0.567293,0.488930,0.446230,0.396691,0.455392,1.535494,0.730030,0.544963,0.460869,0.410912,0.372880
batch 103,0.701051,0.597415,0.577774,0.592220,0.688179,0.582643,0.515431,0.458516,0.459340,0.511995,0.510608,0.752450,0.627730,0.257618,0.184838,0.147640,0.272918,0.403586,0.719008,0.510943,0.458870,0.428358,0.409773,0.479244,1.454236,0.686741,0.524094,0.473372,0.395304,0.368002
batch 104,0.846770,0.668671,0.648763,0.641667,0.717224,0.599853,0.616346,0.491369,0.478017,0.540143,0.537072,0.764954,0.826550,0.241444,0.174915,0.140479,0.277840,0.408164,0.753611,0.574308,0.499651,0.461005,0.421375,0.440006,1.568059,0.708751,0.544375,0.438931,0.410816,0.363313
batch 105,0.745008,0.623588,0.600687,0.629279,0.681724,0.595508,0.552077,0.463859,0.466866,0.530406,0.532314,0.753744,0.740524,0.251844,0.158499,0.133552,0.275890,0.414601,0.721325,0.526473,0.486730,0.442776,0.408030,0.469468,1.484963,0.737782,0.559771,0.483276,0.414629,0.386868
batch 106,0.771330,0.641738,0.624513,0.635179,0.689564,0.613205,0.565773,0.470432,0.472201,0.539854,0.535549,0.753461,0.720385,0.246023,0.167630,0.134731,0.282666,0.406009,0.732917,0.541203,0.498358,0.430545,0.392548,0.463084,1.520395,0.745055,0.570777,0.461020,0.427498,0.381341
batch 107,0.722763,0.643626,0.605722,0.630637,0.698867,0.606260,0.543666,0.463838,0.463971,0.522927,0.519553,0.750047,0.721367,0.261617,0.177256,0.141247,0.271205,0.415605,0.707721,0.537787,0.465162,0.451423,0.396602,0.454722,1.508921,0.755018,0.552447,0.452028,0.447351,0.390098
batch 108,0.771434,0.635042,0.602716,0.608199,0.676898,0.603447,0.576987,0.470220,0.469611,0.529307,0.511007,0.742014,0.742680,0.271370,0.170189,0.147993,0.263874,0.405516,0.670828,0.520950,0.461524,0.465068,0.426431,0.467819,1.495083,0.721826,0.536003,0.459508,0.436979,0.383058
batch 109,0.816589,0.631408,0.616256,0.602586,0.696653,0.597670,0.568809,0.471124,0.464053,0.513566,0.502871,0.735108,0.744692,0.261817,0.190254,0.146916,0.284328,0.403651,0.670851,0.520799,0.460419,0.444358,0.388507,0.464023,1.428828,0.680804,0.544236,0.454877,0.431578,0.375126
batch 110,0.794174,0.640302,0.608648,0.628904,0.691537,0.594108,0.553113,0.456249,0.460925,0.512765,0.507111,0.726178,0.722832,0.255059,0.198408,0.140718,0.264412,0.385766,0.809271,0.601456,0.513846,0.451080,0.375884,0.455480,1.565992,0.743523,0.559216,0.448594,0.399688,0.357309
batch 111,0.719606,0.602524,0.576331,0.601426,0.668925,0.577838,0.539766,0.450057,0.453176,0.533786,0.510484,0.776129,0.715440,0.224762,0.171760,0.143169,0.261924,0.423753,0.731624,0.543105,0.466967,0.433368,0.399228,0.470275,1.613450,0.723155,0.531212,0.435789,0.383844,0.348709
batch 112,0.842383,0.726026,0.645079,0.643822,0.722447,0.602183,0.585221,0.473313,0.476924,0.540531,0.524537,0.755662,0.847747,0.234453,0.156972,0.126592,0.281992,0.402930,0.773573,0.627549,0.545198,0.445947,0.398733,0.449641,1.541521,0.784535,0.544653,0.436183,0.356931,0.353070
batch 113,0.686126,0.598824,0.565064,0.584751,0.666363,0.563002,0.518288,0.445308,0.454196,0.514923,0.497241,0.721688,0.669591,0.264330,0.171235,0.145204,0.267656,0.395766,0.693923,0.535870,0.488836,0.422498,0.432985,0.439800,1.493489,0.721554,0.549079,0.449229,0.414912,0.369157
batch 114,0.704162,0.632492,0.599077,0.620033,0.678981,0.583084,0.536580,0.457984,0.451426,0.518310,0.509659,0.734590,0.637705,0.259502,0.172897,0.132642,0.269172,0.389542,0.744920,0.528760,0.462783,0.432829,0.409876,0.474439,1.559566,0.750845,0.554652,0.454529,0.456869,0.394762
batch 115,0.801565,0.634456,0.630971,0.625299,0.652713,0.568097,0.589500,0.482329,0.473712,0.539707,0.532888,0.733062,0.783409,0.224382,0.165402,0.137188,0.260519,0.381652,0.726181,0.597810,0.533650,0.409622,0.382826,0.465883,1.487113,0.681956,0.510917,0.432625,0.393566,0.358281
batch 116,0.713698,0.627939,0.603571,0.622935,0.670797,0.588944,0.530664,0.465494,0.459721,0.518014,0.509976,0.755095,0.641593,0.253182,0.177729,0.145343,0.265229,0.408802,0.696702,0.526256,0.457991,0.434357,0.389796,0.475817,1.415965,0.700663,0.542191,0.457904,0.421299,0.395016
batch 117,0.781302,0.656077,0.585616,0.608322,0.648951,0.580765,0.590883,0.467528,0.466489,0.535249,0.531263,0.746785,0.797130,0.229575,0.166875,0.135073,0.266562,0.390386,0.846056,0.649618,0.547756,0.445795,0.388067,0.451614,1.617301,0.763457,0.517111,0.408846,0.384005,0.345125
batch 118,0.813012,0.650293,0.620578,0.632191,0.664289,0.611881,0.530582,0.469080,0.469705,0.525790,0.516828,0.758068,0.778610,0.223468,0.167150,0.133063,0.273277,0.404923,0.750805,0.579285,0.512375,0.473068,0.426614,0.444753,1.528389,0.731662,0.524941,0.429330,0.378981,0.328875
batch 119,0.751680,0.626841,0.622648,0.629692,0.689260,0.621430,0.567779,0.466400,0.474849,0.525594,0.513139,0.735820,0.723452,0.251577,0.172459,0.151404,0.291631,0.402729,0.713466,0.530416,0.453632,0.442390,0.397855,0.478712,1.448827,0.706709,0.549353,0.452400,0.421084,0.369501
batch 120,0.828252,0.664084,0.663611,0.665568,0.797807,0.639443,0.587401,0.485814,0.482394,0.538753,0.516232,0.754067,0.779557,0.225238,0.168707,0.139633,0.298884,0.417180,0.727884,0.533536,0.507970,0.466528,0.404534,0.484509,1.519626,0.721744,0.534797,0.477885,0.388630,0.368387
batch 121,0.759036,0.632381,0.604075,0.609255,0.677479,0.575604,0.571888,0.459184,0.457481,0.525124,0.521553,0.743545,0.697626,0.243923,0.173977,0.143308,0.267523,0.396606,0.707938,0.534932,0.461869,0.439579,0.403275,0.462421,1.531022,0.719179,0.560597,0.462419,0.430909,0.384604
batch 122,0.808860,0.650164,0.606882,0.604784,0.644764,0.566982,0.576227,0.476546,0.474719,0.533683,0.535226,0.709653,0.777276,0.228505,0.161570,0.131160,0.268055,0.368908,0.714909,0.579716,0.523846,0.405087,0.377630,0.446398,1.496700,0.713948,0.523030,0.449492,0.395399,0.352628
batch 123,0.833865,0.652507,0.609185,0.604704,0.710287,0.635038,0.590187,0.473456,0.457675,0.531575,0.529005,0.742446,0.824702,0.241576,0.185689,0.136443,0.271717,0.409606,0.755513,0.616026,0.497662,0.447090,0.403004,0.431399,1.439374,0.686437,0.451273,0.392908,0.353018,0.316105
batch 124,0.818208,0.666601,0.620982,0.651821,0.739161,0.591545,0.558928,0.468782,0.475840,0.521686,0.505446,0.762920,0.745857,0.247345,0.172562,0.146830,0.283732,0.408970,0.740969,0.563407,0.483414,0.452685,0.421144,0.453814,1.543184,0.719848,0.541538,0.460344,0.395624,0.344422
batch 125,0.734544,0.612938,0.576665,0.593684,0.649063,0.577362,0.595914,0.471871,0.467268,0.527726,0.514661,0.752369,0.708527,0.272617,0.187791,0.152046,0.254242,0.411497,0.708649,0.521727,0.466243,0.455826,0.426045,0.470829,1.517256,0.724428,0.540925,0.456493,0.423619,0.367730
batch 126,0.781820,0.643028,0.620146,0.610311,0.712826,0.583664,0.579952,0.468102,0.469546,0.516749,0.523028,0.757954,0.698661,0.249559,0.189577,0.154493,0.278342,0.406267,0.767519,0.572669,0.521770,0.450336,0.395986,0.455848,1.609141,0.734080,0.547821,0.455066,0.422146,0.378361
batch 127,0.895725,0.708380,0.657097,0.666207,0.782252,0.598265,0.624267,0.493193,0.485982,0.559499,0.538079,0.749548,0.863641,0.237227,0.182452,0.145573,0.292629,0.400093,0.743595,0.547499,0.500053,0.426909,0.432653,0.480135,1.553094,0.706439,0.546618,0.474626,0.398765,0.339013
batch 128,0.916300,0.682181,0.645447,0.630019,0.708361,0.604777,0.615130,0.467324,0.470622,0.535646,0.539989,0.753118,0.834973,0.220525,0.161551,0.130758,0.278106,0.404840,0.806332,0.565711,0.523968,0.475775,0.448853,0.475127,1.578273,0.705927,0.524653,0.460753,0.374678,0.342222
batch 129,0.915432,0.680614,0.617974,0.584222,0.662614,0.599178,0.648249,0.478891,0.466493,0.534169,0.525894,0.753992,0.841116,0.232576,0.182290,0.140961,0.268386,0.405294,0.764507,0.612686,0.531388,0.448979,0.469265,0.429490,1.570828,0.710809,0.527494,0.407496,0.377172,0.309842
batch 130,0.761727,0.632952,0.609327,0.620569,0.696587,0.612767,0.556313,0.469664,0.470179,0.533737,0.512920,0.700807,0.716802,0.266128,0.176294,0.150660,0.290704,0.381166,0.721493,0.557696,0.488658,0.437976,0.382804,0.468418,1.527299,0.746746,0.546773,0.477548,0.427902,0.379596
batch 131,0.771295,0.603171,0.604401,0.579570,0.644994,0.567519,0.578738,0.482378,0.484803,0.530005,0.523137,0.730427,0.725352,0.250219,0.168709,0.137150,0.254900,0.391934,0.709570,0.563825,0.517828,0.456022,0.392279,0.471733,1.574036,0.707746,0.517623,0.433003,0.409437,0.355514
batch 132,0.762750,0.635347,0.603270,0.603045,0.682645,0.579620,0.571448,0.482245,0.461387,0.520015,0.522369,0.738296,0.724707,0.243441,0.164394,0.136156,0.261291,0.392376,0.694130,0.543624,0.481849,0.446582,0.391579,0.464344,1.505296,0.709140,0.551108,0.457031,0.445050,0.384643
batch 133,0.768301,0.604520,0.592110,0.591585,0.673943,0.581925,0.556724,0.467411,0.490107,0.522765,0.514654,0.750504,0.687109,0.267046,0.190110,0.137500,0.277631,0.407120,0.710888,0.540370,0.472316,0.450685,0.406567,0.476811,1.513615,0.767899,0.557458,0.487018,0.420705,0.393163
batch 134,0.772361,0.639935,0.615905,0.622015,0.679864,0.580151,0.556878,0.456560,0.457958,0.513975,0.521136,0.747304,0.712595,0.241011,0.159492,0.147864,0.283491,0.408451,0.739081,0.542726,0.495646,0.452579,0.429173,0.446672,1.517379,0.715436,0.560176,0.473597,0.398914,0.349432
batch 135,0.894876,0.669839,0.623099,0.632218,0.662508,0.586692,0.624829,0.481236,0.492141,0.532927,0.536785,0.750810,0.843169,0.219172,0.169779,0.121087,0.267218,0.397307,0.841094,0.625067,0.534072,0.418500,0.457288,0.413394,1.599682,0.678299,0.524143,0.397389,0.355313,0.305466
batch 136,0.739082,0.631894,0.609713,0.633810,0.715668,0.593309,0.522719,0.464408,0.471619,0.529244,0.502768,0.728237,0.673252,0.236853,0.164679,0.135078,0.271733,0.392761,0.757993,0.581204,0.510386,0.443149,0.397677,0.465282,1.532109,0.757258,0.582891,0.467395,0.414711,0.376403
batch 137,0.741782,0.616266,0.599411,0.596768,0.682529,0.617801,0.560591,0.479043,0.455803,0.519345,0.518079,0.727270,0.719629,0.283509,0.178914,0.141317,0.267768,0.401739,0.706210,0.547320,0.478493,0.423370,0.374497,0.475788,1.391276,0.680046,0.526650,0.436816,0.419381,0.376953
batch 138,0.740626,0.618842,0.580486,0.604568,0.674049,0.547407,0.568259,0.462312,0.461533,0.523071,0.500542,0.715402,0.695906,0.260868,0.186180,0.146066,0.253808,0.363572,0.742592,0.552826,0.483777,0.471788,0.391380,0.470831,1.534367,0.734335,0.539368,0.452860,0.394751,0.369008
batch 139,0.875130,0.701561,0.658011,0.647144,0.740310,0.651163,0.561935,0.489722,0.484537,0.542605,0.521686,0.758949,0.902165,0.233926,0.161982,0.130976,0.302675,0.425279,0.739814,0.602813,0.492882,0.416830,0.376791,0.471813,1.477190,0.674649,0.512508,0.436792,0.368858,0.339770
batch 140,0.676160,0.607644,0.598470,0.603101,0.685465,0.579680,0.484691,0.437264,0.443900,0.502038,0.508769,0.736359,0.636420,0.239750,0.168890,0.135411,0.266692,0.397932,0.642693,0.495130,0.445952,0.423003,0.371322,0.491168,1.272206,0.688215,0.503333,0.453358,0.456438,0.412296
batch 141,0.826386,0.663342,0.599821,0.613306,0.686068,0.594967,0.585398,0.480013,0.470885,0.545530,0.547177,0.762250,0.871039,0.222401,0.153808,0.132148,0.270508,0.401929,0.810834,0.619184,0.521862,0.445494,0.415410,0.404564,1.550019,0.758957,0.523980,0.401207,0.361230,0.323787
batch 142,0.761038,0.626009,0.592047,0.604160,0.685391,0.601473,0.537473,0.466340,0.475302,0.525332,0.506130,0.753730,0.654804,0.265452,0.192215,0.160619,0.270244,0.413878,0.731203,0.525054,0.462183,0.445826,0.423680,0.458683,1.492878,0.729699,0.535763,0.457387,0.414916,0.387264
batch 143,0.824904,0.666505,0.645371,0.633357,0.703468,0.619237,0.589549,0.475713,0.473054,0.533259,0.531206,0.787982,0.789822,0.260922,0.168272,0.141114,0.281649,0.424747,0.751853,0.531492,0.481373,0.445703,0.402620,0.466298,1.497667,0.723089,0.550156,0.460876,0.422828,0.372626
batch 144,0.915178,0.678400,0.658380,0.648081,0.765686,0.658790,0.588614,0.478176,0.481626,0.560097,0.545507,0.770269,0.837421,0.223572,0.161334,0.136796,0.315723,0.436679,0.740874,0.578900,0.493659,0.437360,0.440268,0.472268,1.578408,0.722816,0.519281,0.437717,0.407481,0.333849
batch 145,0.773936,0.636472,0.615968,0.596782,0.666684,0.599450,0.576372,0.469294,0.468134,0.513699,0.512087,0.755763,0.758745,0.274472,0.186568,0.143201,0.286572,0.404374,0.687204,0.531126,0.468113,0.424170,0.385686,0.478254,1.471032,0.713599,0.526265,0.439164,0.425050,0.375811
batch 146,0.883371,0.696764,0.644165,0.657198,0.701861,0.630582,0.596017,0.478848,0.484857,0.542865,0.532047,0.765829,0.826901,0.240637,0.183797,0.137518,0.277378,0.418639,0.783842,0.587618,0.504255,0.432400,0.390922,0.450054,1.538910,0.675645,0.491943,0.417416,0.385064,0.347180
batch 147,0.734751,0.610056,0.588545,0.598768,0.663050,0.575899,0.544524,0.462642,0.459777,0.519071,0.517883,0.715202,0.693819,0.268070,0.179812,0.143611,0.262944,0.385643,0.690914,0.545300,0.483594,0.420509,0.368997,0.452777,1.466924,0.709538,0.543764,0.442287,0.427558,0.389605
batch 148,0.719690,0.611981,0.597795,0.625304,0.677668,0.578075,0.536879,0.456347,0.451834,0.508684,0.498596,0.723786,0.697571,0.281898,0.179303,0.146802,0.285488,0.394927,0.730256,0.560907,0.460825,0.460506,0.395392,0.454492,1.504661,0.759541,0.559059,0.472276,0.424923,0.373525
batch 149,0.771807,0.641196,0.589508,0.631086,0.736858,0.607127,0.536875,0.462163,0.464542,0.514332,0.505365,0.748910,0.712581,0.241189,0.175843,0.138952,0.272840,0.400803,0.725089,0.495854,0.445121,0.444581,0.413665,0.487076,1.463444,0.667172,0.495511,0.452387,0.410784,0.381259
batch 150,0.823334,0.684559,0.639385,0.677523,0.741670,0.609271,0.586720,0.484343,0.486461,0.549359,0.526182,0.745133,0.821095,0.253330,0.173259,0.144682,0.282179,0.395593,0.782965,0.577346,0.512316,0.431184,0.396068,0.465304,1.534501,0.698618,0.535511,0.467681,0.395419,0.362432
batch 151,0.707699,0.602321,0.589592,0.604522,0.659857,0.594054,0.505735,0.453346,0.457990,0.518392,0.492583,0.732735,0.636993,0.243823,0.175848,0.142226,0.267334,0.400527,0.735584,0.565908,0.468260,0.424184,0.368652,0.452307,1.407400,0.701626,0.513767,0.449279,0.407033,0.360809
batch 152,0.741885,0.603625,0.596922,0.595611,0.702599,0.577983,0.543720,0.453759,0.456646,0.506936,0.501539,0.727124,0.694298,0.270898,0.183108,0.141926,0.269383,0.377078,0.692899,0.526241,0.484049,0.455338,0.387862,0.494338,1.441694,0.722502,0.532613,0.451120,0.425291,0.380444
batch 153,0.718963,0.616829,0.589935,0.600304,0.659945,0.584437,0.527183,0.446170,0.451624,0.508910,0.512980,0.767009,0.674416,0.261220,0.176820,0.157048,0.285371,0.414465,0.663337,0.504550,0.451094,0.463939,0.383333,0.443362,1.393957,0.698152,0.528517,0.446133,0.408298,0.357824
batch 154,0.760785,0.641988,0.606108,0.624669,0.673030,0.576288,0.567085,0.459704,0.449279,0.515614,0.529631,0.773457,0.673456,0.244368,0.171852,0.144781,0.284511,0.417143,0.752200,0.523655,0.457260,0.461175,0.480407,0.427751,1.476788,0.753659,0.537832,0.446588,0.409747,0.360889
batch 155,0.848818,0.647646,0.594850,0.600397,0.646805,0.608884,0.578142,0.456580,0.454588,0.529049,0.520958,0.726170,0.799811,0.234272,0.164917,0.121827,0.263278,0.384987,0.798132,0.616838,0.545781,0.452839,0.414290,0.446081,1.724294,0.785757,0.580307,0.451580,0.399848,0.322818
batch 156,0.707047,0.610199,0.582113,0.604191,0.700164,0.586467,0.536986,0.452341,0.459913,0.511719,0.498607,0.721853,0.642356,0.255746,0.172490,0.139912,0.264974,0.382983,0.737303,0.533323,0.474788,0.437402,0.412133,0.478480,1.511600,0.690613,0.526014,0.441043,0.418897,0.375894
batch 157,0.756465,0.632788,0.594874,0.622613,0.719708,0.602162,0.538773,0.452333,0.460849,0.522038,0.521586,0.781756,0.693255,0.265072,0.179170,0.149405,0.276887,0.432964,0.721981,0.535721,0.451085,0.438515,0.409404,0.453003,1.483691,0.708741,0.532417,0.455874,0.410605,0.370940
batch 158,0.725477,0.650678,0.598238,0.628168,0.722976,0.616056,0.525693,0.463396,0.458944,0.523173,0.496748,0.748414,0.702615,0.274718,0.179871,0.146506,0.289638,0.420274,0.711635,0.525533,0.454079,0.443979,0.398639,0.465282,1.496098,0.755551,0.566155,0.475409,0.447103,0.400940
